SN2014J 263 26.073584996292656 370.05170413196765 498.90557357760804 689.0831580023927 0.05938626940067591 6850 7300 7300 7500 7500 7665 31 50.0
SN2014J 303 51.34086663039479 310.44927331968483 365.1747591289769 447.1498224066281 0.04727573572928862 6850 7300 7300 7500 7500 7700 31 50.0
SN2014J 349 125.9630651195555 267.9907264567943 642.8424415451777 836.0160278203141 0.0742062358242509 6800 7300 7300 7580 7700 7802 61 40.0
SN2015F 279 41.75512429240378 160.68763736510883 249.57136253079562 402.7408650292042 0.08485718823286598 6850 7250 7250 7540 7650 7730 31 50.0
SN2017cbv 318 100.84604507043278 63.90705084767805 304.32480742430744 385.8849675542765 0.0407641870052608 6780 7154 7250 7560 7560 7681 31 20.0
SN2017fgc 384 1087.843121962979 3223.0535441803145 1682.3907835970506 2340.6300916286523 0.16390872166635798 6912 7200 7200 7570 7640 7752 47 10.0
SN2018oh 259 83.72856831229366 948.7712548983394 1206.6061092689313 397.54230966633156 0.044329384882740255 6798 7240 7240 7500 7500 7722 61 30.0
SN2019ein 311 2774.138854058682 570.4033449471198 6624.016453700055 1376.000080816161 0.1908116656195933 6959 7210 7300 7580 7700 7744 61 10.0
SN2019np 303 32.201557392071706 206.13475894747933 156.66345917273998 183.06358895560078 0.011127573318919212 6760 7200 7200 7500 7500 7720 31 50.0
SN2019np 368 151.27727048287392 274.85427902685785 415.10125657099564 123.6507823267169 0.022119236903418268 6853 7200 7200 7500 7500 7778 31 50.0
ASASSN-14jg 222 34.2421276728883 192.29153598070783 264.42787160887707 279.7488390051608 0.008985823518180981 6804 6850 7000 7551 7751 7900 31 20.0
ASASSN-14jg 268 32.04223162828992 82.7813163011215 237.13557397489993 162.95806157585974 0.009789037442932169 6820 6850 7030 7600 7770 7817 31 20.0
ASASSN-14jg 325 61.554065432149606 144.7842563515111 701.7919748212128 191.55665202989937 0.03316221960428322 6922 7200 7200 7570 7710 7913 31 50.0SN1990N 280 102.54518832861324 326.47263818854134 436.5341717800408 335.74284810716256 0.02817963241916353 6780 7150 7260 7680 7680 7807 71 20.0
SN1990N 305 28.6795962679521 377.60871866411884 243.16744472716428 326.18351642228953 0.01945119302548293 6775 6911 6909 7530 7650 7802 31 50.0
SN1998bu 237 177.1965677438716 154.25031087838317 289.954968239915 244.1377892835621 0.037698126477115054 6800 7300 7300 7500 7500 7631 31 50.0
SN1998bu 281 66.5804842055523 145.5495245056717 469.3141490948938 391.43329264814383 0.0377015940320091 6810 7000 7000 7500 7500 7631 31 50.0
SN1999aa 258 90.85860411310823 1787.2616593514892 430.89981909125805 3038.32258829053 0.09560801006957795 6800 7325 7335 7560 7730 7800 11 50.0
SN1999aa 258 53.333639341644115 83.91413568949115 162.49735396233433 179.20826785820447 0.009884825629370611 6804 7325 7335 7560 7730 7798 11 50.0
SN2002bo 311 55.40247783194848 222.3872836276975 1189.873865497272 243.16282446054146 0.1581337510655398 6839 6880 7050 7565 7695 7756 41 50.0
SN2003du 219 119.50725335520322 395.27788779756224 528.2985369378781 933.51180913579 0.04829661395221466 6860 7191 7300 7511 7672 7750 21 40.0
SN2003gs 207 383.95251678868567 770.3606061642165 823.9285704945183 1683.88631278361 0.14367781806511412 6769 7300 7300 7565 7700 7803 21 50.0
SN2003gs 207 373.502908156142 719.3400510859253 718.0923243935504 1574.23835235839 0.13292326970327742 6759 7200 7200 7565 7700 7803 31 50.0
SN2003hv 319 47.02659367618372 112.39129593318917 206.43036306499107 554.857821929246 0.05132184753284961 6748 7230 7230 7500 7800 7906 31 50.0
SN2003kf 400 169.82108291397856 688.0927621206979 1268.6196368645485 1737.197040162733 0.04297311082427838 6850 7300 7300 7600 7710 7740 21 20.0
SN2003gs 207 262.172547471707 481.79269433274544 500.74982807601424 1054.563329057921 0.08787136102310637 6759 7200 7200 7560 7710 7803 31 50.0
SN2004eo 227 74.06465604086219 307.47688404513565 435.51831533136027 529.7634109333197 0.05995486735636785 6778 7285 7285 7453 7560 7650 41 50.0
SN2006X 276 56.42049683597284 99.61242505328774 508.9698333403763 127.79655121742789 0.04701478439020765 6860 7300 7300 7580 7760 7850 11 50.0
SN2006X 359 54.663111891353196 68.6799025757126 249.47722340866167 85.93951617519821 0.02460392734069016 6900 7300 7300 7600 7730 7780 21 50.0
SN2007af 303 69.49825841977109 285.87671842411044 561.1643825226998 494.27603614591794 0.04258501699361685 6804 7300 7300 7520 7777 7832 21 50.0
SN2007le 306 72.79900705653777 230.57096793231827 666.28511963974 244.4942659237971 0.03876408198720263 6840 7300 7300 7570 7730 7856 11 50.0
SN2008Q 200 313.9885707480935 122.2983962382049 1100.4412700457465 110.19719117570428 0.12272949872518601 6870 7300 7300 7400 7400 7600 11 50.0
SN2011by 207 51.80112752702576 136.38641575241195 292.6643339260207 132.6306303801164 0.012024143468547958 6770 7200 7200 7500 7500 7700 11 50.0
SN2011by 311 17.295426931621996 95.1229835408864 284.3305301197036 108.74879527499684 0.023744341319397035 6800 7200 7200 7500 7500 7780 21 50.0
SN2011fe 203 52.067015527172764 126.53204682815668 271.73083236801966 134.46352126545654 0.009513261054107854 6765 7310 7310 7500 7500 7690 11 50.0
SN2011fe 224 30.26304722668078 117.71569755622099 248.40851954898991 115.9847244075522 0.01092314094988114 6760 7310 7310 7500 7500 7700 11 50.0
SN2012cg 286 22.266844551956606 193.06564778997134 254.28079340918134 132.26829591241238 0.010395020835662759 6780 7300 7300 7570 7700 7800 21 50.0
SN2012cg 342 107.32018909527646 187.90239246495918 199.8712059878073 388.9681080693785 0.02211151848525613 6783 7178 7239 7500 7500 7737 11 50.0
SN2012fr 222 45.20952987094601 318.2451269862512 255.40966224020906 352.27392399927555 0.011733885822931783 6809 6860 7100 7550 7600 7700 11 50.0
SN2012fr 261 146.49775469407112 187.48633631023333 370.8543038798576 179.65480475050956 0.020669396566532564 6807 6860 7100 7610 7710 7753 21 50.0
SN2012fr 340 208.2552012177935 848.4128181218973 860.1491139593717 670.8279102286468 0.05739688197101797 6880 7300 7300 7540 7680 7755 1 50.0
SN2012hr 284 140.0174826958068 974.0502700962054 688.2209456457734 1207.825638315916 0.04438914945737062 6774 7190 7190 7650 7650 7750 31 50.0
SN2013aa 400 23.598107506437806 81.53068332825013 131.73083426787798 78.84450012793316 0.009266594007115207 6770 7300 7300 7500 7500 7900 11 50.0
SN2013cs 261 44.52077009822477 115.40875757926784 150.05750584692797 187.89550012450533 0.0064625832887503076 6775 6860 7080 7500 7500 7754 21 50.0
SN2013cs 303 47.658704007351545 212.0618107699689 241.29208063395652 192.32459117948994 0.016827059235934073 6825 6860 7060 7500 7500 7850 11 50.0
SN2013gy 275 124.35739100372602 528.6771305288178 747.8513284032923 1251.1294489918503 0.13214096438633 6811 7300 7300 7500 7500 7748 61 50.0
SN2014J 263 25.54284227486914 137.26647690856745 149.23343617303394 173.86920487264882 0.01790128725403958 6800 6860 7000 7500 7500 7665 31 50.0
SN2014J 303 44.95651955828657 212.57319259338465 180.59529165707727 187.70415515577182 0.01636121278823741 6790 6860 6980 7500 7500 7700 31 50.0
SN2014J 349 125.8743536292941 276.06188159626294 645.0845673344089 828.9097926400747 0.07348351775090894 6800 7300 7300 7580 7700 7802 61 50.0
SN2018oh 259 207.5689149624392 921.8328324934456 752.5635347808947 1160.816443946798 0.10078008452180197 6798 6860 6960 7500 7500 7722 61 50.0
